Question,Answer
What is the cut off marks for General Quota - GATE for ME Biometrics & Cyber Security in the academic year 2020 – 21?,Information not available
What is the cut off marks for General Quota - TANCET for ME Biometrics & Cyber Security in the academic year 2022 – 23?,The cut off marks for General Quota - TANCET for ME Biometrics & Cyber Security in the academic year 2022 – 23 was 83.424.
What is the cut off marks for General Quota - TANCET for ME Biometrics & Cyber Security in the academic year 2021 – 22?,The cut off marks for General Quota - TANCET for ME Biometrics & Cyber Security in the academic year 2021 – 22 was 81.366.
What is the cut off marks for General Quota - TANCET for ME Biometrics & Cyber Security in the academic year 2020 – 21?,The cut off marks for General Quota - TANCET for ME Biometrics & Cyber Security in the academic year 2020 – 21 was 56.245.
What is the yearwise sanctioned intake for MTECH Information Technology in the academic year 2022 – 23?,The yearwise sanctioned intake for MTECH Information Technology in the academic year 2022 – 23 was 18.
What is the yearwise sanctioned intake for MTECH Information Technology in the academic year 2021 – 22?,The yearwise sanctioned intake for MTECH Information Technology in the academic year 2021 – 22 was 18.
What is the yearwise sanctioned intake for MTECH Information Technology in the academic year 2020 – 21?,The yearwise sanctioned intake for MTECH Information Technology in the academic year 2020 – 21 was 18.
What is the yearwise actual admission for MTECH Information Technology in the academic year 2022 – 23?,The yearwise actual admission for MTECH Information Technology in the academic year 2022 – 23 was 1.
What is the yearwise actual admission for MTECH Information Technology in the academic year 2021 – 22?,The yearwise actual admission for MTECH Information Technology in the academic year 2021 – 22 was 7.
What is the yearwise actual admission for MTECH Information Technology in the academic year 2020 – 21?,The yearwise actual admission for MTECH Information Technology in the academic year 2020 – 21 was 3.
What is the cut off marks for General Quota - GATE for MTECH Information Technology in the academic year 2022 – 23?,The cut off marks for General Quota - GATE for MTECH Information Technology in the academic year 2022 – 23 was 372.
What is the cut off marks for General Quota - GATE for MTECH Information Technology in the academic year 2021 – 22?,Information not available
What is the cut off marks for General Quota - GATE for MTECH Information Technology in the academic year 2020 – 21?,Information not available
What is the cut off marks for General Quota - TANCET for MTECH Information Technology in the academic year 2022 – 23?,Information not available
What is the cut off marks for General Quota - TANCET for MTECH Information Technology in the academic year 2021 – 22?,The cut off marks for General Quota - TANCET for MTECH Information Technology in the academic year 2021 – 22 was 81.583.
What is the cut off marks for General Quota - TANCET for MTECH Information Technology in the academic year 2020 – 21?,The cut off marks for General Quota - TANCET for MTECH Information Technology in the academic year 2020 – 21 was 67.342.
What is the yearwise sanctioned intake for BE Automobile Engineering in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Automobile Engineering in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Automobile Engineering in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Automobile Engineering in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Automobile Engineering in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Automobile Engineering in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Automobile Engineering in the academic year 2022 – 23?,The yearwise actual admission for BE Automobile Engineering in the academic year 2022 – 23 was 52.
What is the yearwise actual admission for BE Automobile Engineering in the academic year 2021 – 22?,The yearwise actual admission for BE Automobile Engineering in the academic year 2021 – 22 was 41.
What is the yearwise actual admission for BE Automobile Engineering in the academic year 2020 – 21?,The yearwise actual admission for BE Automobile Engineering in the academic year 2020 – 21 was 36.
What is the cut off marks for General Quota for BE Automobile Engineering in the academic year 2022 – 23?,The cut off marks for General Quota for BE Automobile Engineering in the academic year 2022 – 23 was 183.5.
What is the cut off marks for General Quota for BE Automobile Engineering in the academic year 2021 – 22?,The cut off marks for General Quota for BE Automobile Engineering in the academic year 2021 – 22 was 188.865.
What is the cut off marks for General Quota for BE Automobile Engineering in the academic year 2020 – 21?,The cut off marks for General Quota for BE Automobile Engineering in the academic year 2020 – 21 was 179.5.
What is the yearwise sanctioned intake for BE Biomedical Engineering in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Biomedical Engineering in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Biomedical Engineering in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Biomedical Engineering in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Biomedical Engineering in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Biomedical Engineering in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Biomedical Engineering in the academic year 2022 – 23?,The yearwise actual admission for BE Biomedical Engineering in the academic year 2022 – 23 was 59.
What is the yearwise actual admission for BE Biomedical Engineering in the academic year 2021 – 22?,The yearwise actual admission for BE Biomedical Engineering in the academic year 2021 – 22 was 51.
What is the yearwise actual admission for BE Biomedical Engineering in the academic year 2020 – 21?,The yearwise actual admission for BE Biomedical Engineering in the academic year 2020 – 21 was 47.
What is the cut off marks for General Quota for BE Biomedical Engineering in the academic year 2022 – 23?,The cut off marks for General Quota for BE Biomedical Engineering in the academic year 2022 – 23 was 192.11.
What is the cut off marks for General Quota for BE Biomedical Engineering in the academic year 2021 – 22?,The cut off marks for General Quota for BE Biomedical Engineering in the academic year 2021 – 22 was 192.57.
What is the cut off marks for General Quota for BE Biomedical Engineering in the academic year 2020 – 21?,The cut off marks for General Quota for BE Biomedical Engineering in the academic year 2020 – 21 was 189.
What is the yearwise sanctioned intake for BE Civil Engineering in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Civil Engineering in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Civil Engineering in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Civil Engineering in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Civil Engineering in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Civil Engineering in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Civil Engineering in the academic year 2022 – 23?,The yearwise actual admission for BE Civil Engineering in the academic year 2022 – 23 was 63.
What is the yearwise actual admission for BE Civil Engineering in the academic year 2021 – 22?,The yearwise actual admission for BE Civil Engineering in the academic year 2021 – 22 was 59.
What is the yearwise actual admission for BE Civil Engineering in the academic year 2020 – 21?,The yearwise actual admission for BE Civil Engineering in the academic year 2020 – 21 was 64.
What is the cut off marks for General Quota for BE Civil Engineering in the academic year 2022 – 23?,The cut off marks for General Quota for BE Civil Engineering in the academic year 2022 – 23 was 190.
What is the cut off marks for General Quota for BE Civil Engineering in the academic year 2021 – 22?,The cut off marks for General Quota for BE Civil Engineering in the academic year 2021 – 22 was 192.37.
What is the cut off marks for General Quota for BE Civil Engineering in the academic year 2020 – 21?,The cut off marks for General Quota for BE Civil Engineering in the academic year 2020 – 21 was 189.5.
What is the yearwise sanctioned intake for BE Computer Science & Engineering in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Computer Science & Engineering in the academic year 2022 – 23 was 138.
What is the yearwise sanctioned intake for BE Computer Science & Engineering in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Computer Science & Engineering in the academic year 2021 – 22 was 120.
What is the yearwise sanctioned intake for BE Computer Science & Engineering in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Computer Science & Engineering in the academic year 2020 – 21 was 120.
What is the yearwise actual admission for BE Computer Science & Engineering in the academic year 2022 – 23?,The yearwise actual admission for BE Computer Science & Engineering in the academic year 2022 – 23 was 158.
What is the yearwise actual admission for BE Computer Science & Engineering in the academic year 2021 – 22?,The yearwise actual admission for BE Computer Science & Engineering in the academic year 2021 – 22 was 141.
What is the yearwise actual admission for BE Computer Science & Engineering in the academic year 2020 – 21?,The yearwise actual admission for BE Computer Science & Engineering in the academic year 2020 – 21 was 130.
What is the cut off marks for General Quota for BE Computer Science & Engineering in the academic year 2022 – 23?,The cut off marks for General Quota for BE Computer Science & Engineering in the academic year 2022 – 23 was 199.5.
What is the cut off marks for General Quota for BE Computer Science & Engineering in the academic year 2021 – 22?,The cut off marks for General Quota for BE Computer Science & Engineering in the academic year 2021 – 22 was 197.285.
What is the cut off marks for General Quota for BE Computer Science & Engineering in the academic year 2020 – 21?,The cut off marks for General Quota for BE Computer Science & Engineering in the academic year 2020 – 21 was 193.75.
What is the yearwise sanctioned intake for BE Computer Science & Engineering (AI &ML) in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Computer Science & Engineering (AI &ML) in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Computer Science & Engineering (AI &ML) in the academic year 2021 – 22?,Information not available
What is the yearwise sanctioned intake for BE Computer Science & Engineering (AI &ML) in the academic year 2020 – 21?,Information not available
What is the yearwise actual admission for BE Computer Science & Engineering (AI &ML) in the academic year 2022 – 23?,The yearwise actual admission for BE Computer Science & Engineering (AI &ML) in the academic year 2022 – 23 was 69.
What is the yearwise actual admission for BE Computer Science & Engineering (AI &ML) in the academic year 2021 – 22?,Information not available
What is the yearwise actual admission for BE Computer Science & Engineering (AI &ML) in the academic year 2020 – 21?,Information not available
What is the cut off marks for General Quota for BE Computer Science & Engineering (AI &ML) in the academic year 2022 – 23?,The cut off marks for General Quota for BE Computer Science & Engineering (AI &ML) in the academic year 2022 – 23 was 197.5.
What is the cut off marks for General Quota for BE Computer Science & Engineering (AI &ML) in the academic year 2021 – 22?,Information not available
What is the cut off marks for General Quota for BE Computer Science & Engineering (AI &ML) in the academic year 2020 – 21?,Information not available
What is the yearwise sanctioned intake for BE Electrical & Electronics Engineering in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Electrical & Electronics Engineering in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Electrical & Electronics Engineering in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Electrical & Electronics Engineering in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Electrical & Electronics Engineering in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Electrical & Electronics Engineering in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Electrical & Electronics Engineering in the academic year 2022 – 23?,The yearwise actual admission for BE Electrical & Electronics Engineering in the academic year 2022 – 23 was 64.
What is the yearwise actual admission for BE Electrical & Electronics Engineering in the academic year 2021 – 22?,The yearwise actual admission for BE Electrical & Electronics Engineering in the academic year 2021 – 22 was 54.
What is the yearwise actual admission for BE Electrical & Electronics Engineering in the academic year 2020 – 21?,The yearwise actual admission for BE Electrical & Electronics Engineering in the academic year 2020 – 21 was 49.
What is the cut off marks for General Quota for BE Electrical & Electronics Engineering in the academic year 2022 – 23?,The cut off marks for General Quota for BE Electrical & Electronics Engineering in the academic year 2022 – 23 was 196.5.
What is the cut off marks for General Quota for BE Electrical & Electronics Engineering in the academic year 2021 – 22?,The cut off marks for General Quota for BE Electrical & Electronics Engineering in the academic year 2021 – 22 was 194.5.
What is the cut off marks for General Quota for BE Electrical & Electronics Engineering in the academic year 2020 – 21?,The cut off marks for General Quota for BE Electrical & Electronics Engineering in the academic year 2020 – 21 was 190.
What is the yearwise sanctioned intake for BE Electrical & Electronics Engineering (SW) in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Electrical & Electronics Engineering (SW) in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Electrical & Electronics Engineering (SW) in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Electrical & Electronics Engineering (SW) in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Electrical & Electronics Engineering (SW) in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Electrical & Electronics Engineering (SW) in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Electrical & Electronics Engineering (SW) in the academic year 2022 – 23?,The yearwise actual admission for BE Electrical & Electronics Engineering (SW) in the academic year 2022 – 23 was 45.
What is the yearwise actual admission for BE Electrical & Electronics Engineering (SW) in the academic year 2021 – 22?,The yearwise actual admission for BE Electrical & Electronics Engineering (SW) in the academic year 2021 – 22 was 43.
What is the yearwise actual admission for BE Electrical & Electronics Engineering (SW) in the academic year 2020 – 21?,The yearwise actual admission for BE Electrical & Electronics Engineering (SW) in the academic year 2020 – 21 was 33.
What is the cut off marks for General Quota for BE Electrical & Electronics Engineering (SW) in the academic year 2022 – 23?,The cut off marks for General Quota for BE Electrical & Electronics Engineering (SW) in the academic year 2022 – 23 was 191.
What is the cut off marks for General Quota for BE Electrical & Electronics Engineering (SW) in the academic year 2021 – 22?,The cut off marks for General Quota for BE Electrical & Electronics Engineering (SW) in the academic year 2021 – 22 was 191.035.
What is the cut off marks for General Quota for BE Electrical & Electronics Engineering (SW) in the academic year 2020 – 21?,The cut off marks for General Quota for BE Electrical & Electronics Engineering (SW) in the academic year 2020 – 21 was 186.
What is the yearwise sanctioned intake for BE Electronics & Communication Engineering in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Electronics & Communication Engineering in the academic year 2022 – 23 was 138.
What is the yearwise sanctioned intake for BE Electronics & Communication Engineering in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Electronics & Communication Engineering in the academic year 2021 – 22 was 120.
What is the yearwise sanctioned intake for BE Electronics & Communication Engineering in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Electronics & Communication Engineering in the academic year 2020 – 21 was 120.
What is the yearwise actual admission for BE Electronics & Communication Engineering in the academic year 2022 – 23?,The yearwise actual admission for BE Electronics & Communication Engineering in the academic year 2022 – 23 was 144.
What is the yearwise actual admission for BE Electronics & Communication Engineering in the academic year 2021 – 22?,The yearwise actual admission for BE Electronics & Communication Engineering in the academic year 2021 – 22 was 119.
What is the yearwise actual admission for BE Electronics & Communication Engineering in the academic year 2020 – 21?,The yearwise actual admission for BE Electronics & Communication Engineering in the academic year 2020 – 21 was 104.
What is the cut off marks for General Quota for BE Electronics & Communication Engineering in the academic year 2022 – 23?,The cut off marks for General Quota for BE Electronics & Communication Engineering in the academic year 2022 – 23 was 197.5.
What is the cut off marks for General Quota for BE Electronics & Communication Engineering in the academic year 2021 – 22?,The cut off marks for General Quota for BE Electronics & Communication Engineering in the academic year 2021 – 22 was 196.9555.
What is the cut off marks for General Quota for BE Electronics & Communication Engineering in the academic year 2020 – 21?,The cut off marks for General Quota for BE Electronics & Communication Engineering in the academic year 2020 – 21 was 193.
What is the yearwise sanctioned intake for ME Control Systems in the academic year 2022 – 23?,The yearwise sanctioned intake for ME Control Systems in the academic year 2022 – 23 was 18.
What is the yearwise sanctioned intake for ME Control Systems in the academic year 2021 – 22?,The yearwise sanctioned intake for ME Control Systems in the academic year 2021 – 22 was 18.
What is the yearwise sanctioned intake for ME Control Systems in the academic year 2020 – 21?,The yearwise sanctioned intake for ME Control Systems in the academic year 2020 – 21 was 18.
What is the yearwise actual admission for ME Control Systems in the academic year 2022 – 23?,The yearwise actual admission for ME Control Systems in the academic year 2022 – 23 was 328.
What is the yearwise actual admission for ME Control Systems in the academic year 2021 – 22?,Information not available
What is the yearwise actual admission for ME Control Systems in the academic year 2020 – 21?,The yearwise actual admission for ME Control Systems in the academic year 2020 – 21 was 405.
What is the cut off marks for General Quota for ME Control Systems in the academic year 2022 – 23?,The cut off marks for General Quota for ME Control Systems in the academic year 2022 – 23 was 87.022.
What is the cut off marks for General Quota for ME Control Systems in the academic year 2021 – 22?,Information not available
What is the cut off marks for General Quota for ME Control Systems in the academic year 2020 – 21?,The cut off marks for General Quota for ME Control Systems in the academic year 2020 – 21 was 28.784.
What is the yearwise sanctioned intake for BE Mechanical Engineering in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Mechanical Engineering in the academic year 2022 – 23 was 120.
What is the yearwise sanctioned intake for BE Mechanical Engineering in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Mechanical Engineering in the academic year 2021 – 22 was 120.
What is the yearwise sanctioned intake for BE Mechanical Engineering in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Mechanical Engineering in the academic year 2020 – 21 was 120.
What is the yearwise actual admission for BE Mechanical Engineering in the academic year 2022 – 23?,The yearwise actual admission for BE Mechanical Engineering in the academic year 2022 – 23 was 112.
What is the yearwise actual admission for BE Mechanical Engineering in the academic year 2021 – 22?,The yearwise actual admission for BE Mechanical Engineering in the academic year 2021 – 22 was 120.
What is the yearwise actual admission for BE Mechanical Engineering in the academic year 2020 – 21?,The yearwise actual admission for BE Mechanical Engineering in the academic year 2020 – 21 was 107.
What is the cut off marks for General Quota for BE Mechanical Engineering in the academic year 2022 – 23?,The cut off marks for General Quota for BE Mechanical Engineering in the academic year 2022 – 23 was 190.
What is the cut off marks for General Quota for BE Mechanical Engineering in the academic year 2021 – 22?,The cut off marks for General Quota for BE Mechanical Engineering in the academic year 2021 – 22 was 193.22.
What is the cut off marks for General Quota for BE Mechanical Engineering in the academic year 2020 – 21?,The cut off marks for General Quota for BE Mechanical Engineering in the academic year 2020 – 21 was 190.
What is the yearwise sanctioned intake for BE Mechanical Engineering (SW) in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Mechanical Engineering (SW) in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Mechanical Engineering (SW) in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Mechanical Engineering (SW) in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Mechanical Engineering (SW) in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Mechanical Engineering (SW) in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Mechanical Engineering (SW) in the academic year 2022 – 23?,The yearwise actual admission for BE Mechanical Engineering (SW) in the academic year 2022 – 23 was 38.
What is the yearwise actual admission for BE Mechanical Engineering (SW) in the academic year 2021 – 22?,The yearwise actual admission for BE Mechanical Engineering (SW) in the academic year 2021 – 22 was 43.
What is the yearwise actual admission for BE Mechanical Engineering (SW) in the academic year 2020 – 21?,The yearwise actual admission for BE Mechanical Engineering (SW) in the academic year 2020 – 21 was 39.
What is the cut off marks for General Quota for BE Mechanical Engineering (SW) in the academic year 2022 – 23?,The cut off marks for General Quota for BE Mechanical Engineering (SW) in the academic year 2022 – 23 was 181.
What is the cut off marks for General Quota for BE Mechanical Engineering (SW) in the academic year 2021 – 22?,The cut off marks for General Quota for BE Mechanical Engineering (SW) in the academic year 2021 – 22 was 188.
What is the cut off marks for General Quota for BE Mechanical Engineering (SW) in the academic year 2020 – 21?,The cut off marks for General Quota for BE Mechanical Engineering (SW) in the academic year 2020 – 21 was 184.5.
What is the yearwise sanctioned intake for BE Metallurgical Engineering in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Metallurgical Engineering in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Metallurgical Engineering in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Metallurgical Engineering in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Metallurgical Engineering in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Metallurgical Engineering in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Metallurgical Engineering in the academic year 2022 – 23?,The yearwise actual admission for BE Metallurgical Engineering in the academic year 2022 – 23 was 46.
What is the yearwise actual admission for BE Metallurgical Engineering in the academic year 2021 – 22?,The yearwise actual admission for BE Metallurgical Engineering in the academic year 2021 – 22 was 40.
What is the yearwise actual admission for BE Metallurgical Engineering in the academic year 2020 – 21?,The yearwise actual admission for BE Metallurgical Engineering in the academic year 2020 – 21 was 47.
What is the cut off marks for General Quota for BE Metallurgical Engineering in the academic year 2022 – 23?,The cut off marks for General Quota for BE Metallurgical Engineering in the academic year 2022 – 23 was 182.5.
What is the cut off marks for General Quota for BE Metallurgical Engineering in the academic year 2021 – 22?,The cut off marks for General Quota for BE Metallurgical Engineering in the academic year 2021 – 22 was 188.5.
What is the cut off marks for General Quota for BE Metallurgical Engineering in the academic year 2020 – 21?,The cut off marks for General Quota for BE Metallurgical Engineering in the academic year 2020 – 21 was 180.
What is the yearwise sanctioned intake for BE Production Engineering in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Production Engineering in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Production Engineering in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Production Engineering in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Production Engineering in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Production Engineering in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Production Engineering in the academic year 2022 – 23?,The yearwise actual admission for BE Production Engineering in the academic year 2022 – 23 was 54.
What is the yearwise actual admission for BE Production Engineering in the academic year 2021 – 22?,The yearwise actual admission for BE Production Engineering in the academic year 2021 – 22 was 43.
What is the yearwise actual admission for BE Production Engineering in the academic year 2020 – 21?,The yearwise actual admission for BE Production Engineering in the academic year 2020 – 21 was 45.
What is the cut off marks for General Quota for BE Production Engineering in the academic year 2022 – 23?,The cut off marks for General Quota for BE Production Engineering in the academic year 2022 – 23 was 185.
What is the cut off marks for General Quota for BE Production Engineering in the academic year 2021 – 22?,The cut off marks for General Quota for BE Production Engineering in the academic year 2021 – 22 was 189.295.
What is the cut off marks for General Quota for BE Production Engineering in the academic year 2020 – 21?,The cut off marks for General Quota for BE Production Engineering in the academic year 2020 – 21 was 181.
What is the yearwise sanctioned intake for BE Production Engineering (SW) in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Production Engineering (SW) in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Production Engineering (SW) in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Production Engineering (SW) in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Production Engineering (SW) in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Production Engineering (SW) in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Production Engineering (SW) in the academic year 2022 – 23?,The yearwise actual admission for BE Production Engineering (SW) in the academic year 2022 – 23 was 36.
What is the yearwise actual admission for BE Production Engineering (SW) in the academic year 2021 – 22?,The yearwise actual admission for BE Production Engineering (SW) in the academic year 2021 – 22 was 36.
What is the yearwise actual admission for BE Production Engineering (SW) in the academic year 2020 – 21?,The yearwise actual admission for BE Production Engineering (SW) in the academic year 2020 – 21 was 32.
What is the cut off marks for General Quota for BE Production Engineering (SW) in the academic year 2022 – 23?,The cut off marks for General Quota for BE Production Engineering (SW) in the academic year 2022 – 23 was 175.
What is the cut off marks for General Quota for BE Production Engineering (SW) in the academic year 2021 – 22?,The cut off marks for General Quota for BE Production Engineering (SW) in the academic year 2021 – 22 was 185.365.
What is the cut off marks for General Quota for BE Production Engineering (SW) in the academic year 2020 – 21?,The cut off marks for General Quota for BE Production Engineering (SW) in the academic year 2020 – 21 was 173.
What is the yearwise sanctioned intake for BE Robotics & Automation in the academic year 2022 – 23?,The yearwise sanctioned intake for BE Robotics & Automation in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BE Robotics & Automation in the academic year 2021 – 22?,The yearwise sanctioned intake for BE Robotics & Automation in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BE Robotics & Automation in the academic year 2020 – 21?,The yearwise sanctioned intake for BE Robotics & Automation in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BE Robotics & Automation in the academic year 2022 – 23?,The yearwise actual admission for BE Robotics & Automation in the academic year 2022 – 23 was 60.
What is the yearwise actual admission for BE Robotics & Automation in the academic year 2021 – 22?,The yearwise actual admission for BE Robotics & Automation in the academic year 2021 – 22 was 55.
What is the yearwise actual admission for BE Robotics & Automation in the academic year 2020 – 21?,The yearwise actual admission for BE Robotics & Automation in the academic year 2020 – 21 was 46.
What is the cut off marks for General Quota for BE Robotics & Automation in the academic year 2022 – 23?,The cut off marks for General Quota for BE Robotics & Automation in the academic year 2022 – 23 was 194.5.
What is the cut off marks for General Quota for BE Robotics & Automation in the academic year 2021 – 22?,The cut off marks for General Quota for BE Robotics & Automation in the academic year 2021 – 22 was 192.615.
What is the cut off marks for General Quota for BE Robotics & Automation in the academic year 2020 – 21?,The cut off marks for General Quota for BE Robotics & Automation in the academic year 2020 – 21 was 189.5.
What is the yearwise sanctioned intake for BTECH Biotechnology in the academic year 2022 – 23?,The yearwise sanctioned intake for BTECH Biotechnology in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BTECH Biotechnology in the academic year 2021 – 22?,The yearwise sanctioned intake for BTECH Biotechnology in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BTECH Biotechnology in the academic year 2020 – 21?,The yearwise sanctioned intake for BTECH Biotechnology in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BTECH Biotechnology in the academic year 2022 – 23?,The yearwise actual admission for BTECH Biotechnology in the academic year 2022 – 23 was 60.
What is the yearwise actual admission for BTECH Biotechnology in the academic year 2021 – 22?,The yearwise actual admission for BTECH Biotechnology in the academic year 2021 – 22 was 57.
What is the yearwise actual admission for BTECH Biotechnology in the academic year 2020 – 21?,The yearwise actual admission for BTECH Biotechnology in the academic year 2020 – 21 was 44.
What is the cut off marks for General Quota for BTECH Biotechnology in the academic year 2022 – 23?,The cut off marks for General Quota for BTECH Biotechnology in the academic year 2022 – 23 was 193.
What is the cut off marks for General Quota for BTECH Biotechnology in the academic year 2021 – 22?,The cut off marks for General Quota for BTECH Biotechnology in the academic year 2021 – 22 was 193.525.
What is the cut off marks for General Quota for BTECH Biotechnology in the academic year 2020 – 21?,The cut off marks for General Quota for BTECH Biotechnology in the academic year 2020 – 21 was 190.
What is the yearwise sanctioned intake for BTECH Fashion Technology in the academic year 2022 – 23?,The yearwise sanctioned intake for BTECH Fashion Technology in the academic year 2022 – 23 was 60.
What is the yearwise sanctioned intake for BTECH Fashion Technology in the academic year 2021 – 22?,The yearwise sanctioned intake for BTECH Fashion Technology in the academic year 2021 – 22 was 60.
What is the yearwise sanctioned intake for BTECH Fashion Technology in the academic year 2020 – 21?,The yearwise sanctioned intake for BTECH Fashion Technology in the academic year 2020 – 21 was 60.
What is the yearwise actual admission for BTECH Fashion Technology in the academic year 2022 – 23?,The yearwise actual admission for BTECH Fashion Technology in the academic year 2022 – 23 was 53.
What is the yearwise actual admission for BTECH Fashion Technology in the academic year 2021 – 22?,The yearwise actual admission for BTECH Fashion Technology in the academic year 2021 – 22 was 39.
What is the yearwise actual admission for BTECH Fashion Technology in the academic year 2020 – 21?,The yearwise actual admission for BTECH Fashion Technology in the academic year 2020 – 21 was 40.
What is the cut off marks for General Quota for BTECH Fashion Technology in the academic year 2022 – 23?,The cut off marks for General Quota for BTECH Fashion Technology in the academic year 2022 – 23 was 173.
What is the cut off marks for General Quota for BTECH Fashion Technology in the academic year 2021 – 22?,The cut off marks for General Quota for BTECH Fashion Technology in the academic year 2021 – 22 was 187.
What is the cut off marks for General Quota for BTECH Fashion Technology in the academic year 2020 – 21?,The cut off marks for General Quota for BTECH Fashion Technology in the academic year 2020 – 21 was 172.
What is the yearwise sanctioned intake for BTECH Information Technology in the academic year 2022 – 23?,The yearwise sanctioned intake for BTECH Information Technology in the academic year 2022 – 23 was 138.
What is the yearwise sanctioned intake for BTECH Information Technology in the academic year 2021 – 22?,The yearwise sanctioned intake for BTECH Information Technology in the academic year 2021 – 22 was 120.
What is the yearwise sanctioned intake for BTECH Information Technology in the academic year 2020 – 21?,The yearwise sanctioned intake for BTECH Information Technology in the academic year 2020 – 21 was 120.
What is the yearwise actual admission for BTECH Information Technology in the academic year 2022 – 23?,The yearwise actual admission for BTECH Information Technology in the academic year 2022 – 23 was 153.
What is the yearwise actual admission for BTECH Information Technology in the academic year 2021 – 22?,The yearwise actual admission for BTECH Information Technology in the academic year 2021 – 22 was 130.
What is the yearwise actual admission for BTECH Information Technology in the academic year 2020 – 21?,The yearwise actual admission for BTECH Information Technology in the academic year 2020 – 21 was 113.
What is the cut off marks for General Quota for BTECH Information Technology in the academic year 2022 – 23?,The cut off marks for General Quota for BTECH Information Technology in the academic year 2022 – 23 was 198.
What is the cut off marks for General Quota for BTECH Information Technology in the academic year 2021 – 22?,The cut off marks for General Quota for BTECH Information Technology in the academic year 2021 – 22 was 195.46.
